case_id,supplier_id,supplier_name,invoice_id,po_id,invoice_date,case_created_date,disputed_amount_usd,system_reason_code,priority_supplier,case_status,resolution,approval_level,handling_minutes,resolution_days,sla_target_days,sla_met,reopened,missing_evidence,systems_accessed,systems_accessed_count,documents_reviewed,documents_reviewed_count,analyst_id
MRG-2026-0090,V-512870,Pinnacle Packaging,INV-364369,PO-569263,2026-01-12,2026-02-02,4724.86,QUANTITY_MISMATCH,No,CLOSED,ESCALATE,AP Analyst,19,2.6,5,Yes,No,Yes,Coupa; Outlook; Receiving,3,Invoice; PO; Proof of Delivery,3,AP-A05
MRG-2026-0091,V-203811,Apex Industrial Supply,INV-587478,PO-946852,2026-07-29,2026-08-13,27882.59,FREIGHT,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,27,4.7,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint; TMS,5,Invoice; PO,2,AP-A03
MRG-2026-0092,V-410221,Harbor Home Goods,INV-281785,PO-669965,2026-04-05,2026-04-20,27705.34,OTHER,No,CLOSED,ESCALATE,AP Team Lead,72,14.1,5,No,No,No,Coupa; Outlook; SAP; SharePoint; TMS,5,Case Notes; Email Thread; Invoice,3,AP-A03
MRG-2026-0093,V-512870,Pinnacle Packaging,INV-381777,PO-505146,2026-03-19,2026-03-28,10228.7,PRICE_MISMATCH,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,14,4.1,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A02
MRG-2026-0094,V-203811,Apex Industrial Supply,INV-215501,PO-698202,2026-03-14,2026-03-22,63107.78,QUANTITY_MISMATCH,No,CLOSED,REQUEST_CREDIT_NOTE,AP Manager,17,1.6,5,Yes,No,No,Coupa; Outlook; Receiving,3,Goods Receipt; Invoice; PO,3,AP-A04
MRG-2026-0095,V-203811,Apex Industrial Supply,INV-545517,PO-808240,2026-07-02,2026-07-15,2173.08,DUPLICATE,No,CLOSED,REJECT_DISPUTE,AP Analyst,5,1.0,5,Yes,No,No,Coupa; SAP,2,Payment History; Prior Invoice,2,AP-A08
MRG-2026-0096,V-100184,NorthStar Consumer Products,INV-160940,PO-835962,2026-05-10,2026-05-23,85444.69,QUANTITY_MISMATCH,Yes,CLOSED,PAY_PO_AMOUNT,AP Manager,18,0.8,3,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; Proof of Delivery,3,AP-A04
MRG-2026-0097,V-301442,Solara Imports,INV-641025,PO-984833,2026-07-25,2026-08-12,14459.45,FREIGHT,Yes,CLOSED,PAY_AS_INVOICED,AP Team Lead,33,0.9,3,Yes,Yes,No,Coupa; Outlook; SAP; SharePoint; TMS,5,Carrier Documentation; Invoice,2,AP-A03
MRG-2026-0098,V-633190,Evergreen Facilities,INV-712474,PO-951157,2026-07-21,2026-08-04,11468.39,QUANTITY_MISMATCH,No,CLOSED,REQUEST_CREDIT_NOTE,AP Team Lead,24,0.8,5,Yes,Yes,No,Coupa; Outlook; Receiving,3,Goods Receipt; Invoice; Proof of Delivery,3,AP-A08
MRG-2026-0099,V-203811,Apex Industrial Supply,INV-718435,PO-839632,2026-06-30,2026-07-08,14706.77,PRICE_MISMATCH,No,CLOSED,PAY_PO_AMOUNT,AP Team Lead,19,2.3,5,Yes,No,No,Coupa; SAP; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A06
MRG-2026-0100,V-100184,NorthStar Consumer Products,INV-660116,PO-685403,2026-07-20,2026-08-12,14323.99,MISSING_RECEIPT,Yes,CLOSED,PAY_AS_INVOICED,AP Team Lead,13,1.0,3,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A02
MRG-2026-0101,V-301442,Solara Imports,INV-464727,PO-523157,2026-07-20,2026-08-08,78279.69,QUANTITY_MISMATCH,Yes,CLOSED,REQUEST_CREDIT_NOTE,AP Manager,21,1.4,3,Yes,Yes,Yes,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A06
MRG-2026-0102,V-633190,Evergreen Facilities,INV-311216,PO-552258,2026-05-26,2026-06-13,22806.89,DUPLICATE,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,8,1.7,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A03
MRG-2026-0103,V-633190,Evergreen Facilities,INV-136333,PO-501766,2026-01-25,2026-02-16,6844.61,OTHER,No,CLOSED,REJECT_DISPUTE,AP Analyst,4,15.8,5,No,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A06
MRG-2026-0104,V-301442,Solara Imports,INV-350051,PO-995135,2026-07-26,2026-08-11,28490.41,OTHER,Yes,CLOSED,ESCALATE,AP Team Lead,41,15.4,3,No,No,Yes,Coupa; Outlook; SAP; SharePoint; TMS,5,Case Notes; Email Thread; Invoice; PO,4,AP-A07
MRG-2026-0105,V-301442,Solara Imports,INV-867233,PO-981770,2026-05-18,2026-06-12,2632.42,OTHER,Yes,CLOSED,ESCALATE,AP Analyst,16,9.7,3,No,No,No,Coupa; Receiving; SAP,3,Goods Receipt; PO; Proof of Delivery,3,AP-A08
MRG-2026-0106,V-203811,Apex Industrial Supply,INV-258531,PO-898396,2026-03-21,2026-04-05,4728.89,FREIGHT,No,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,23,1.0,5,Yes,No,No,Outlook; SharePoint,2,Carrier Documentation; Freight Terms; Invoice; PO,4,AP-A06
MRG-2026-0107,V-100184,NorthStar Consumer Products,INV-184721,PO-532275,2026-06-13,2026-07-05,16502.25,FREIGHT,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,20,12.1,3,No,No,No,Outlook; SAP; TMS,3,Carrier Documentation; PO,2,AP-A08
MRG-2026-0108,V-744205,BluePeak Logistics,INV-979168,PO-606002,2026-02-13,2026-02-18,12792.86,PRICE_MISMATCH,No,CLOSED,ESCALATE,AP Team Lead,9,15.5,5,No,No,Yes,Coupa; SAP; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A06
MRG-2026-0109,V-633190,Evergreen Facilities,INV-846878,PO-716897,2026-01-25,2026-02-05,38910.33,OTHER,No,CLOSED,PAY_PO_AMOUNT,AP Team Lead,26,16.1,5,No,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A04
MRG-2026-0110,V-301442,Solara Imports,INV-126681,PO-672070,2026-03-13,2026-03-31,158387.86,OTHER,Yes,CLOSED,ESCALATE,AP Manager,20,9.4,3,No,No,No,Outlook; SharePoint; TMS,3,Email Thread; Invoice; PO,3,AP-A04
MRG-2026-0111,V-203811,Apex Industrial Supply,INV-746861,PO-600085,2026-04-18,2026-05-03,26122.08,CONTRACT_TERM,No,CLOSED,PAY_PO_AMOUNT,AP Team Lead,34,13.0,5,No,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A05
MRG-2026-0112,V-301442,Solara Imports,INV-437668,PO-692650,2026-06-03,2026-06-15,1949.53,DUPLICATE,Yes,CLOSED,REJECT_DISPUTE,AP Analyst,13,1.3,3,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A03
MRG-2026-0113,V-100184,NorthStar Consumer Products,INV-310706,PO-796057,2026-05-24,2026-05-29,4316.41,OTHER,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,22,2.5,3,Yes,No,No,Coupa; SAP; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A07
MRG-2026-0114,V-512870,Pinnacle Packaging,INV-580314,PO-909926,2025-12-17,2026-01-03,18781.9,MISSING_RECEIPT,No,CLOSED,ESCALATE,AP Team Lead,16,14.0,5,No,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; PO; Proof of Delivery; Receiving Confirmation,4,AP-A02
MRG-2026-0115,V-410221,Harbor Home Goods,INV-871535,PO-858058,2026-06-23,2026-07-09,12815.65,QUANTITY_MISMATCH,No,CLOSED,PAY_PO_AMOUNT,AP Team Lead,44,3.5,5,Yes,Yes,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; PO; Proof of Delivery,3,AP-A07
MRG-2026-0116,V-744205,BluePeak Logistics,INV-311022,PO-509648,2026-07-08,2026-07-27,119465.29,PRICE_MISMATCH,No,CLOSED,ESCALATE,AP Manager,16,12.5,5,No,No,No,Coupa; Outlook; SharePoint,3,Invoice; PO; Pricing Agreement,3,AP-A08
MRG-2026-0117,V-744205,BluePeak Logistics,INV-373042,PO-588299,2026-05-24,2026-05-29,7131.19,DUPLICATE,No,CLOSED,REJECT_DISPUTE,AP Analyst,5,0.8,5,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A03
MRG-2026-0118,V-301442,Solara Imports,INV-696352,PO-592015,2026-05-22,2026-06-14,21891.36,QUANTITY_MISMATCH,Yes,CLOSED,REQUEST_CREDIT_NOTE,AP Team Lead,13,13.6,3,No,No,Yes,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A06
MRG-2026-0119,V-301442,Solara Imports,INV-263711,PO-547412,2026-05-14,2026-06-03,24549.74,OTHER,Yes,CLOSED,PAY_AS_INVOICED,AP Team Lead,38,18.5,3,No,Yes,Yes,Coupa; Outlook,2,Invoice; PO; Receiving Confirmation,3,AP-A07
MRG-2026-0120,V-301442,Solara Imports,INV-134187,PO-620785,2026-03-14,2026-03-20,18931.39,PRICE_MISMATCH,Yes,CLOSED,PAY_PO_AMOUNT,AP Team Lead,13,1.3,3,Yes,No,No,Outlook; SAP; SharePoint,3,Invoice; Pricing Agreement,2,AP-A08
MRG-2026-0121,V-744205,BluePeak Logistics,INV-345470,PO-995535,2026-06-08,2026-06-16,17165.84,PRICE_MISMATCH,No,CLOSED,PAY_PO_AMOUNT,AP Team Lead,13,2.0,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A03
MRG-2026-0122,V-512870,Pinnacle Packaging,INV-745872,PO-653441,2026-02-25,2026-03-21,40453.33,OTHER,No,CLOSED,ESCALATE,AP Team Lead,37,13.4,5,No,No,No,Coupa; Outlook; SAP; SharePoint,4,Email Thread; Invoice,2,AP-A04
MRG-2026-0123,V-512870,Pinnacle Packaging,INV-568194,PO-682102,2026-02-13,2026-02-28,25093.55,FREIGHT,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,29,15.1,5,No,Yes,No,Coupa; Outlook; SAP,3,Freight Terms; Invoice; PO,3,AP-A06
MRG-2026-0124,V-410221,Harbor Home Goods,INV-941943,PO-611256,2026-04-09,2026-04-18,98212.37,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Manager,16,2.5,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A01
MRG-2026-0125,V-633190,Evergreen Facilities,INV-612243,PO-794583,2026-02-24,2026-03-15,6574.61,TAX,No,CLOSED,ESCALATE,AP Analyst,27,18.5,5,No,No,No,Coupa; Outlook; SAP; Tax Config,4,Invoice; PO; Supplier Tax Document; Tax Configuration,4,AP-A01
MRG-2026-0126,V-744205,BluePeak Logistics,INV-590316,PO-707020,2026-01-02,2026-01-23,2396.56,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Analyst,11,3.2,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A05
MRG-2026-0127,V-100184,NorthStar Consumer Products,INV-909877,PO-649573,2026-03-02,2026-03-05,98906.52,MISSING_RECEIPT,Yes,CLOSED,REJECT_DISPUTE,AP Manager,26,15.1,3,No,No,Yes,Coupa; Receiving; SAP,3,PO; Proof of Delivery; Receiving Confirmation,3,AP-A02
MRG-2026-0128,V-301442,Solara Imports,INV-658961,PO-638797,2026-03-24,2026-03-27,32743.82,FREIGHT,Yes,CLOSED,PAY_AS_INVOICED,AP Team Lead,19,2.7,3,Yes,No,No,Coupa; Outlook; TMS,3,Carrier Documentation; Freight Terms; Invoice; PO,4,AP-A04
MRG-2026-0129,V-410221,Harbor Home Goods,INV-850493,PO-592004,2026-01-22,2026-02-03,51426.25,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Manager,11,3.7,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A01
MRG-2026-0130,V-512870,Pinnacle Packaging,INV-878913,PO-834161,2026-03-20,2026-04-06,21689.09,PRICE_MISMATCH,No,CLOSED,ESCALATE,AP Team Lead,12,1.2,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO,2,AP-A04
MRG-2026-0131,V-633190,Evergreen Facilities,INV-447968,PO-565383,2026-07-10,2026-07-31,38725.57,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,8,2.7,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A01
MRG-2026-0132,V-100184,NorthStar Consumer Products,INV-694797,PO-893482,2026-07-30,2026-08-13,212819.79,MISSING_RECEIPT,Yes,CLOSED,ESCALATE,AP Manager,22,10.4,3,No,No,Yes,Outlook; Receiving; SAP,3,Invoice; PO; Proof of Delivery,3,AP-A08
MRG-2026-0133,V-301442,Solara Imports,INV-771027,PO-939210,2026-05-24,2026-06-09,25178.03,MISSING_RECEIPT,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,16,10.6,3,No,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; PO; Proof of Delivery; Receiving Confirmation,4,AP-A06
MRG-2026-0134,V-512870,Pinnacle Packaging,INV-145089,PO-609588,2026-01-07,2026-01-31,3910.82,DUPLICATE,No,CLOSED,PAY_AS_INVOICED,AP Analyst,9,14.4,5,No,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A05
MRG-2026-0135,V-100184,NorthStar Consumer Products,INV-537344,PO-605627,2025-12-30,2026-01-19,23557.44,OTHER,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,16,2.5,3,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A03
MRG-2026-0136,V-301442,Solara Imports,INV-109184,PO-657693,2026-05-09,2026-05-12,3963.98,OTHER,Yes,CLOSED,REJECT_DISPUTE,AP Analyst,5,2.8,3,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A03
MRG-2026-0137,V-301442,Solara Imports,INV-689799,PO-987258,2026-04-16,2026-05-03,46797.1,OTHER,Yes,CLOSED,ESCALATE,AP Team Lead,25,1.2,3,Yes,No,No,Coupa; Outlook; SAP; TMS,4,Case Notes; Invoice; PO,3,AP-A02
MRG-2026-0138,V-100184,NorthStar Consumer Products,INV-808603,PO-803678,2026-01-04,2026-01-09,34214.67,CONTRACT_TERM,Yes,CLOSED,PAY_PO_AMOUNT,AP Team Lead,51,2.2,3,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Email Thread; Invoice; PO,3,AP-A01
MRG-2026-0139,V-203811,Apex Industrial Supply,INV-798793,PO-785692,2026-03-25,2026-03-31,48088.38,FREIGHT,No,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,27,13.5,5,No,No,No,Outlook; SAP,2,Carrier Documentation; Invoice; PO,3,AP-A04
MRG-2026-0140,V-100184,NorthStar Consumer Products,INV-517108,PO-808300,2026-04-13,2026-04-30,19400.58,TAX,Yes,CLOSED,ESCALATE,AP Team Lead,17,12.4,3,No,No,No,Coupa; Outlook; SAP,3,Supplier Tax Document; Tax Configuration,2,AP-A01
MRG-2026-0141,V-410221,Harbor Home Goods,INV-211276,PO-989786,2026-03-25,2026-03-28,123533.3,MISSING_RECEIPT,No,CLOSED,PAY_AS_INVOICED,AP Manager,28,1.0,5,Yes,No,No,Coupa; Outlook; Receiving,3,Invoice; PO; Proof of Delivery,3,AP-A06
MRG-2026-0142,V-744205,BluePeak Logistics,INV-550236,PO-725476,2026-08-01,2026-08-07,19456.39,OTHER,No,CLOSED,ESCALATE,AP Team Lead,16,16.5,5,No,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A04
MRG-2026-0143,V-301442,Solara Imports,INV-394012,PO-617518,2026-08-10,2026-08-27,19100.58,TAX,Yes,CLOSED,ESCALATE,AP Team Lead,16,21.3,3,No,No,No,Coupa; Outlook; SAP; Tax Config,4,Invoice; PO; Supplier Tax Document; Tax Configuration,4,AP-A01
MRG-2026-0144,V-203811,Apex Industrial Supply,INV-345523,PO-800984,2026-03-30,2026-04-13,3235.57,MISSING_RECEIPT,No,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,15,1.1,5,Yes,No,No,Coupa; Outlook; Receiving,3,Invoice; PO; Proof of Delivery; Receiving Confirmation,4,AP-A01
MRG-2026-0145,V-203811,Apex Industrial Supply,INV-711962,PO-600745,2026-03-30,2026-04-18,12583.86,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,12,0.7,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO,2,AP-A07
MRG-2026-0146,V-100184,NorthStar Consumer Products,INV-595630,PO-899672,2026-06-08,2026-06-22,23440.7,OTHER,Yes,CLOSED,ESCALATE,AP Team Lead,68,2.3,3,Yes,No,No,Coupa; SAP; SharePoint; TMS,4,Invoice; PO,2,AP-A07
MRG-2026-0147,V-301442,Solara Imports,INV-364990,PO-690940,2026-01-12,2026-01-15,82935.19,CONTRACT_TERM,Yes,CLOSED,ESCALATE,AP Manager,62,12.1,3,No,Yes,No,Coupa; Outlook; SharePoint,3,Amendment; Email Thread; Invoice,3,AP-A02
MRG-2026-0148,V-100184,NorthStar Consumer Products,INV-266618,PO-871071,2026-03-20,2026-04-02,26740.45,OTHER,Yes,CLOSED,ESCALATE,AP Team Lead,23,18.3,3,No,No,No,Coupa; Outlook; SharePoint; TMS,4,Case Notes; Invoice; PO,3,AP-A04
MRG-2026-0149,V-744205,BluePeak Logistics,INV-248301,PO-892671,2026-05-07,2026-05-15,34611.58,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,19,0.7,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A05
MRG-2026-0150,V-100184,NorthStar Consumer Products,INV-835959,PO-561346,2026-01-15,2026-02-02,75769.61,FREIGHT,Yes,CLOSED,REJECT_DISPUTE,AP Manager,32,2.9,3,Yes,No,No,Coupa; SAP; SharePoint,3,Invoice; PO,2,AP-A07
MRG-2026-0151,V-301442,Solara Imports,INV-105417,PO-580384,2026-03-31,2026-04-19,11572.93,MISSING_RECEIPT,Yes,CLOSED,ESCALATE,AP Team Lead,30,11.0,3,No,No,No,Coupa; Outlook; Receiving; SAP,4,Invoice; PO; Receiving Confirmation,3,AP-A04
MRG-2026-0152,V-301442,Solara Imports,INV-478541,PO-720310,2026-07-09,2026-07-30,50396.0,CONTRACT_TERM,Yes,CLOSED,ESCALATE,AP Manager,27,14.9,3,No,No,Yes,Outlook; SAP; SharePoint,3,Email Thread; Master Agreement; PO,3,AP-A03
MRG-2026-0153,V-301442,Solara Imports,INV-157621,PO-560565,2026-07-03,2026-07-08,52997.06,MISSING_RECEIPT,Yes,CLOSED,REJECT_DISPUTE,AP Manager,32,11.4,3,No,Yes,No,Coupa; Outlook; Receiving; SAP,4,Invoice; Proof of Delivery; Receiving Confirmation,3,AP-A02
MRG-2026-0154,V-203811,Apex Industrial Supply,INV-660514,PO-996728,2026-07-01,2026-07-26,87362.07,MISSING_RECEIPT,No,CLOSED,ESCALATE,AP Manager,43,15.6,5,No,Yes,Yes,Coupa; Outlook; Receiving; SAP,4,PO; Proof of Delivery; Receiving Confirmation,3,AP-A07
MRG-2026-0155,V-301442,Solara Imports,INV-893647,PO-753883,2026-08-16,2026-08-26,21552.98,QUANTITY_MISMATCH,Yes,CLOSED,ESCALATE,AP Team Lead,13,1.1,3,Yes,No,No,Coupa; Receiving; SAP,3,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A05
MRG-2026-0156,V-301442,Solara Imports,INV-773794,PO-695377,2026-07-18,2026-08-08,23670.05,OTHER,Yes,CLOSED,ESCALATE,AP Team Lead,49,1.1,3,Yes,No,No,SAP; SharePoint; TMS,3,Invoice; PO,2,AP-A07
MRG-2026-0157,V-410221,Harbor Home Goods,INV-999809,PO-695311,2026-02-02,2026-02-21,18681.48,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,19,21.6,5,No,Yes,Yes,Coupa; Outlook; SAP,3,Invoice; PO; Pricing Agreement,3,AP-A06
MRG-2026-0158,V-301442,Solara Imports,INV-777164,PO-683457,2026-01-01,2026-01-04,55725.16,TAX,Yes,CLOSED,REQUEST_CREDIT_NOTE,AP Manager,51,16.3,3,No,No,No,Coupa; SAP; Tax Config,3,Invoice; PO; Tax Configuration,3,AP-A06
MRG-2026-0159,V-100184,NorthStar Consumer Products,INV-634742,PO-630997,2026-05-29,2026-06-11,16551.83,OTHER,Yes,CLOSED,REQUEST_CREDIT_NOTE,AP Team Lead,22,2.5,3,Yes,No,No,Outlook; Receiving; SAP,3,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A02
MRG-2026-0160,V-100184,NorthStar Consumer Products,INV-194319,PO-688513,2026-07-25,2026-07-29,35209.85,MISSING_RECEIPT,Yes,CLOSED,ESCALATE,AP Team Lead,25,17.4,3,No,No,Yes,Coupa; Outlook; Receiving; SAP,4,Invoice; Proof of Delivery; Receiving Confirmation,3,AP-A05
MRG-2026-0161,V-301442,Solara Imports,INV-569095,PO-917187,2026-01-26,2026-02-19,22841.04,PRICE_MISMATCH,Yes,CLOSED,PARTIAL_ADJUSTMENT,AP Team Lead,26,0.7,3,Yes,Yes,No,Coupa; Outlook; SharePoint,3,Invoice; PO,2,AP-A05
MRG-2026-0162,V-100184,NorthStar Consumer Products,INV-654051,PO-806990,2026-04-03,2026-04-17,13511.21,DUPLICATE,Yes,CLOSED,REJECT_DISPUTE,AP Team Lead,8,1.7,3,Yes,No,No,Coupa; SAP,2,Invoice; Payment History; Prior Invoice,3,AP-A06
MRG-2026-0163,V-203811,Apex Industrial Supply,INV-667191,PO-773178,2026-07-20,2026-08-05,27155.9,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Team Lead,10,3.7,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A01
MRG-2026-0164,V-301442,Solara Imports,INV-760674,PO-904481,2026-02-12,2026-03-06,33955.68,OTHER,Yes,CLOSED,ESCALATE,AP Team Lead,27,18.2,3,No,No,Yes,Outlook; SAP; SharePoint; TMS,4,Carrier Documentation; Freight Terms; Invoice; PO,4,AP-A08
MRG-2026-0165,V-512870,Pinnacle Packaging,INV-347262,PO-779498,2026-03-03,2026-03-27,3980.08,TAX,No,CLOSED,PAY_AS_INVOICED,AP Analyst,57,14.7,5,No,Yes,No,Coupa; Outlook; SAP; Tax Config,4,Supplier Tax Document; Tax Configuration,2,AP-A05
MRG-2026-0166,V-410221,Harbor Home Goods,INV-591945,PO-814194,2026-04-23,2026-04-25,5463.51,DUPLICATE,No,CLOSED,REJECT_DISPUTE,AP Analyst,9,3.2,5,Yes,No,No,Coupa; SAP,2,Payment History; Prior Invoice,2,AP-A05
MRG-2026-0167,V-410221,Harbor Home Goods,INV-959423,PO-962190,2026-02-18,2026-03-13,3185.86,FREIGHT,No,CLOSED,PARTIAL_ADJUSTMENT,AP Analyst,51,17.8,5,No,Yes,No,Coupa; Outlook; SAP; SharePoint; TMS,5,Carrier Documentation; Freight Terms,2,AP-A05
MRG-2026-0168,V-100184,NorthStar Consumer Products,INV-442456,PO-689629,2026-03-02,2026-03-26,80950.5,PRICE_MISMATCH,Yes,CLOSED,PAY_PO_AMOUNT,AP Manager,16,1.1,3,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A05
MRG-2026-0169,V-633190,Evergreen Facilities,INV-554618,PO-751386,2026-03-14,2026-04-05,4631.59,FREIGHT,No,CLOSED,ESCALATE,AP Analyst,27,13.5,5,No,No,Yes,Coupa; SAP; SharePoint; TMS,4,Carrier Documentation; Freight Terms,2,AP-A04
MRG-2026-0170,V-100184,NorthStar Consumer Products,INV-917523,PO-743915,2026-03-17,2026-03-27,30355.33,MISSING_RECEIPT,Yes,CLOSED,PAY_AS_INVOICED,AP Team Lead,48,14.6,3,No,Yes,Yes,Coupa; Outlook; Receiving; SAP,4,Invoice; Proof of Delivery; Receiving Confirmation,3,AP-A02
MRG-2026-0171,V-100184,NorthStar Consumer Products,INV-584139,PO-775536,2026-06-21,2026-06-28,24363.36,QUANTITY_MISMATCH,Yes,CLOSED,REQUEST_CREDIT_NOTE,AP Team Lead,18,0.7,3,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; Proof of Delivery,3,AP-A03
MRG-2026-0172,V-100184,NorthStar Consumer Products,INV-211209,PO-553429,2026-07-31,2026-08-02,8401.0,PRICE_MISMATCH,Yes,CLOSED,PAY_PO_AMOUNT,AP Analyst,20,2.1,3,Yes,No,No,Coupa; Outlook; SharePoint,3,Invoice; PO,2,AP-A05
MRG-2026-0173,V-512870,Pinnacle Packaging,INV-308962,PO-609721,2026-02-03,2026-02-12,4125.71,DUPLICATE,No,CLOSED,REJECT_DISPUTE,AP Analyst,5,1.7,5,Yes,No,No,Coupa; SAP,2,Payment History; Prior Invoice,2,AP-A01
MRG-2026-0174,V-203811,Apex Industrial Supply,INV-446960,PO-511021,2026-07-20,2026-08-07,66054.21,CONTRACT_TERM,No,CLOSED,ESCALATE,AP Manager,30,15.0,5,No,No,No,Outlook; SAP; SharePoint,3,Amendment; Master Agreement; PO,3,AP-A04
MRG-2026-0175,V-100184,NorthStar Consumer Products,INV-211812,PO-743689,2026-01-13,2026-02-04,23886.44,CONTRACT_TERM,Yes,CLOSED,PAY_AS_INVOICED,AP Team Lead,41,11.6,3,No,No,No,Coupa; Outlook; SAP; SharePoint,4,Email Thread; Master Agreement; PO,3,AP-A07
MRG-2026-0176,V-100184,NorthStar Consumer Products,INV-192392,PO-595236,2026-05-08,2026-05-17,12973.87,QUANTITY_MISMATCH,Yes,CLOSED,PAY_PO_AMOUNT,AP Team Lead,18,2.2,3,Yes,No,No,Coupa; Outlook; Receiving; SAP,4,Goods Receipt; Invoice; PO; Proof of Delivery,4,AP-A08
MRG-2026-0177,V-100184,NorthStar Consumer Products,INV-797339,PO-635597,2026-08-04,2026-08-08,52813.72,PRICE_MISMATCH,Yes,CLOSED,PAY_PO_AMOUNT,AP Manager,16,2.4,3,Yes,No,No,Coupa; Outlook; SharePoint,3,Invoice; PO,2,AP-A08
MRG-2026-0178,V-203811,Apex Industrial Supply,INV-481934,PO-731316,2026-07-05,2026-07-21,9890.48,PRICE_MISMATCH,No,CLOSED,PAY_AS_INVOICED,AP Analyst,16,1.2,5,Yes,No,No,Coupa; Outlook; SAP; SharePoint,4,Invoice; PO; Pricing Agreement,3,AP-A02
MRG-2026-0179,V-633190,Evergreen Facilities,INV-497992,PO-532913,2026-06-29,2026-07-01,13212.36,QUANTITY_MISMATCH,No,CLOSED,ESCALATE,AP Team Lead,21,2.9,5,Yes,No,No,Coupa; Outlook; Receiving,3,Goods Receipt; Invoice; Proof of Delivery,3,AP-A01
